"","title","links.href","time","description","author.name"
"480","Jews in Shanghai: Memories of a Nearly Forgotten Community","http://www.whatsonweibo.com/jews-in-shanghai/",2016-10-02,"As modern buildings mushroom and old neighborhoods disappear, the traces of Jewish history are fading in today’s Shanghai. But recent initiatives, such as a Jews in Shanghai musical and the launch of a Shanghai Jewish diaspora website, keep the memories of China’s Jewish heritage more alive than ever. A short history of Jews in Shanghai and how their history is remembered in 21st century China.","Manya Koetse"
"481","Welcome to WeChat: Anything You Post May Be Used Against You In A Court of Law","http://www.whatsonweibo.com/welcome-wechat-anything-say-may-used-court-law/",2016-10-04,"Since October 1st, every selfie and sentence posted on WeChat or Weibo could be used as evidence in court. The new measurement comes after a string of new laws regulating the collection and use of personal electronic information in China over the past few years.","Manya Koetse"
"482","Bye Bye 1 Kuai? The End of China’s 1 Yuan Notes","http://www.whatsonweibo.com/bye-bye-1-kuai-end-chinas-1-yuan-notes/",2016-10-06,"null","Manya Koetse"
"483","McDonald’s Celebrates 26th Birthday in China","http://www.whatsonweibo.com/mcdonalds-celebrates-26th-birthday-china/",2016-10-08,"McDonald’s celebrates its 26th birthday in China this weekend. Despite its rocky journey, the American fast food chain is still popular amongst Chinese, with many sharing fond memories of their first McDonald’s experience.","Manya Koetse"
"484","71-Year-Old Man From Xinjiang Marries 114-Year-Old Bride","http://www.whatsonweibo.com/71-year-old-man-xinjiang-marries-114-year-old-bride/",2016-10-09,"The unusual marriage between a 71-year-old man and an 114-year-old woman in Xinjiang has caught the attention of Chinese media and social media users. According to the disabled groom, his 114-year-old bride was the first one to ever care for him.","Manya Koetse"
"485","Beijing Company Makes Female Staff Kiss the Boss Every Day","http://www.whatsonweibo.com/beijing-company-makes-female-staff-kiss-boss-every-day/",2016-10-09,"Standing in line to kiss the boss every day at 9:00 AM – while it probably is not the ideal morning routine for everyone, it is an everyday reality for one Chinese company. This so-called “team-building activity” has caused a storm of criticism on Chinese social media.","Diandian Guo"
"486","Knife In the Clear Water- Hui Muslim Story at Busan International Film Festival","http://www.whatsonweibo.com/knife-clear-water-hui-muslim-story-busan-international-film-festival/",2016-10-10,"The movie Knife In the Clear Water (清水里的刀子) premiered at the Busan International Film Festival on October 7. Director Wang Xuebo spent nearly a decade realizing this film, that offers a rare glimpse into the world of China’s Hui Muslims. For the pre-filming research, Wang spent 10 months in one of China’s most difficult regions to live.","Diandian Guo"
"487","Finding Gobi – Story of Gobi The Dog Turned Into (Children’s) Book","http://www.whatsonweibo.com/finding-gobi-story-gobi-dog-turned-childrens-book/",2016-10-12,"Gobi became the most famous dog of the summer of 2016 when marathon runner Dion Leonard moved heaven and earth to find the stray dog who had joined him on his marathon journey. The story of Dion and Gobi will now be turned into a book, including a version for children.","Manya Koetse"
"488","More Awareness For Guide Dogs in China, But Still a Long Way To Go","http://www.whatsonweibo.com/awareness-guide-dogs-china-still-long-way-go/",2016-10-15,"Chinese media and social media users are creating more awareness on guide dogs and service dog etiquette in China. But with very few available assistance dogs and many misconceptions about them, there are a lot of hurdles to overcome before guide dogs can become more common in the PRC.","Manya Koetse"
"489","Ang Lee the Chameleon Director and Billy Lynn’s Half Time Walk","http://www.whatsonweibo.com/ang-lee-chameleon-director-billy-lynns-half-time-walk/",2016-10-16,"Ang Lee’s new film Billy Lynn’s Half Time Walk is the talk of the day on Chinese social media. The cutting-edge yet criticized blockbuster is the latest addition to the Chinese director’s filmography of wildly different movies. But diverse as they are, Ang Lee’s films have typical characteristics in common. In that regards Billy Lynn’s Half Time Walk is a quintessentially ‘Ang Lee-an’ movie.","Manya Koetse"
"490","On The Road: Two Chinese Men Drive Bumper Cars on Shenyang Traffic Lane","http://www.whatsonweibo.com/road-two-chinese-men-drive-bumper-cars-shenyang-traffic-lane/",2016-10-17,"Two men driving bumper cars on the road recently caught the attention of a Chinese netizen in Shenyang, Liaoning province.","Manya Koetse"
"491","“My Friend Only Gave Me 200 Yuan [30 US$]”: Chinese Wedding Money Gift Conundrum Sparks Debate","http://www.whatsonweibo.com/friend-gave-200-yuan-30-us-chinese-wedding-money-gift-conundrum-sparks-debate/",2016-10-18,"A woman asking for advice on a local forum about a friend who gave her less money for her wedding than she gave her friend has sparked huge debate on Chinese social media. The unequal gift giving issue has struck a sensitive chord with Chinese netizens.","Manya Koetse"
